date,Day,Month,Year,store,sales,promo,holiday
2/13/2023,Monday,Feb,2023,9,231.86,Not Active,Working Day
2/14/2023,Tuesday,Feb,2023,9,284.7,Active,Working Day
2/15/2023,Wednesday,Feb,2023,9,250.86,Not Active,Working Day
2/16/2023,Thursday,Feb,2023,9,250.51,Not Active,Working Day
2/17/2023,Friday,Feb,2023,9,234.4,Not Active,Working Day
2/18/2023,Saturday,Feb,2023,9,242.62,Active,Working Day
2/19/2023,Sunday,Feb,2023,9,220,Not Active,Working Day
2/20/2023,Monday,Feb,2023,9,236.69,Not Active,Working Day
2/21/2023,Tuesday,Feb,2023,9,296.72,Not Active,Holiday
2/22/2023,Wednesday,Feb,2023,9,264.26,Not Active,Working Day
2/23/2023,Thursday,Feb,2023,9,237.01,Not Active,Working Day
2/24/2023,Friday,Feb,2023,9,226.54,Not Active,Working Day
2/25/2023,Saturday,Feb,2023,9,256.03,Not Active,Holiday
2/26/2023,Sunday,Feb,2023,9,214.27,Not Active,Working Day
2/27/2023,Monday,Feb,2023,9,234.54,Not Active,Working Day
2/28/2023,Tuesday,Feb,2023,9,254.79,Not Active,Working Day
3/1/2023,Wednesday,Mar,2023,9,255.17,Not Active,Working Day
3/2/2023,Thursday,Mar,2023,9,268.07,Active,Working Day
3/3/2023,Friday,Mar,2023,9,272.85,Active,Working Day
3/4/2023,Saturday,Mar,2023,9,249.04,Active,Working Day
3/5/2023,Sunday,Mar,2023,9,222.18,Not Active,Working Day
3/6/2023,Monday,Mar,2023,9,231.82,Not Active,Working Day
3/7/2023,Tuesday,Mar,2023,9,254.3,Not Active,Working Day
3/8/2023,Wednesday,Mar,2023,9,256.09,Not Active,Working Day
3/9/2023,Thursday,Mar,2023,9,236.7,Not Active,Working Day
3/10/2023,Friday,Mar,2023,9,223.48,Not Active,Working Day
3/11/2023,Saturday,Mar,2023,9,222.04,Not Active,Working Day
3/12/2023,Sunday,Mar,2023,9,271.69,Not Active,Holiday
3/13/2023,Monday,Mar,2023,9,239.5,Not Active,Working Day
3/14/2023,Tuesday,Mar,2023,9,258.86,Not Active,Working Day
3/15/2023,Wednesday,Mar,2023,9,256.48,Not Active,Working Day
3/16/2023,Thursday,Mar,2023,9,246.06,Not Active,Working Day
3/17/2023,Friday,Mar,2023,9,264.64,Active,Working Day
3/18/2023,Saturday,Mar,2023,9,226.73,Not Active,Working Day
3/19/2023,Sunday,Mar,2023,9,228.83,Not Active,Working Day
3/20/2023,Monday,Mar,2023,9,262.68,Active,Working Day
3/21/2023,Tuesday,Mar,2023,9,253.36,Not Active,Working Day
3/22/2023,Wednesday,Mar,2023,9,259,Not Active,Working Day
3/23/2023,Thursday,Mar,2023,9,245.54,Not Active,Working Day
3/24/2023,Friday,Mar,2023,9,231.47,Not Active,Working Day
3/25/2023,Saturday,Mar,2023,9,222.87,Not Active,Working Day
3/26/2023,Sunday,Mar,2023,9,227.69,Not Active,Working Day
3/27/2023,Monday,Mar,2023,9,246.79,Not Active,Working Day
3/28/2023,Tuesday,Mar,2023,9,282.4,Active,Working Day
3/29/2023,Wednesday,Mar,2023,9,251.14,Not Active,Working Day
3/30/2023,Thursday,Mar,2023,9,248.98,Not Active,Working Day
3/31/2023,Friday,Mar,2023,9,239.3,Not Active,Working Day
4/1/2023,Saturday,Apr,2023,9,216.73,Not Active,Working Day
4/2/2023,Sunday,Apr,2023,9,256.46,Active,Working Day
4/3/2023,Monday,Apr,2023,9,242.19,Not Active,Working Day
4/4/2023,Tuesday,Apr,2023,9,285.35,Active,Working Day
4/5/2023,Wednesday,Apr,2023,9,258.34,Not Active,Working Day
4/6/2023,Thursday,Apr,2023,9,272.92,Active,Working Day
4/7/2023,Friday,Apr,2023,9,218.83,Not Active,Working Day
4/8/2023,Saturday,Apr,2023,9,213.9,Not Active,Working Day
4/9/2023,Sunday,Apr,2023,9,261.42,Not Active,Holiday
4/10/2023,Monday,Apr,2023,9,284.55,Not Active,Holiday
4/11/2023,Tuesday,Apr,2023,9,254.23,Not Active,Working Day
4/12/2023,Wednesday,Apr,2023,9,286.06,Active,Working Day
4/13/2023,Thursday,Apr,2023,9,243.43,Not Active,Working Day
4/14/2023,Friday,Apr,2023,9,233.87,Not Active,Working Day
4/15/2023,Saturday,Apr,2023,9,226.6,Not Active,Working Day
4/16/2023,Sunday,Apr,2023,9,229.04,Not Active,Working Day
4/17/2023,Monday,Apr,2023,9,312.44,Active,Holiday
4/18/2023,Tuesday,Apr,2023,9,247.72,Not Active,Working Day
4/19/2023,Wednesday,Apr,2023,9,257.25,Not Active,Working Day
4/20/2023,Thursday,Apr,2023,9,257.98,Not Active,Working Day
4/21/2023,Friday,Apr,2023,9,236.54,Not Active,Working Day
4/22/2023,Saturday,Apr,2023,9,212.48,Not Active,Working Day
4/23/2023,Sunday,Apr,2023,9,223.8,Not Active,Working Day
4/24/2023,Monday,Apr,2023,9,241.58,Not Active,Working Day
4/25/2023,Tuesday,Apr,2023,9,251.64,Not Active,Working Day
4/26/2023,Wednesday,Apr,2023,9,247.81,Not Active,Working Day
4/27/2023,Thursday,Apr,2023,9,249.08,Not Active,Working Day
4/28/2023,Friday,Apr,2023,9,227.34,Not Active,Working Day
4/29/2023,Saturday,Apr,2023,9,216.59,Not Active,Working Day
4/30/2023,Sunday,Apr,2023,9,222.65,Not Active,Working Day
5/1/2023,Monday,May,2023,9,239.44,Not Active,Working Day
5/2/2023,Tuesday,May,2023,9,255.75,Not Active,Working Day
5/3/2023,Wednesday,May,2023,9,255.29,Not Active,Working Day
5/4/2023,Thursday,May,2023,9,277.84,Active,Working Day
5/5/2023,Friday,May,2023,9,222.85,Not Active,Working Day
5/6/2023,Saturday,May,2023,9,222.42,Not Active,Working Day
5/7/2023,Sunday,May,2023,9,250.49,Not Active,Holiday
5/8/2023,Monday,May,2023,9,279.01,Not Active,Holiday
5/9/2023,Tuesday,May,2023,9,290.74,Active,Working Day
5/10/2023,Wednesday,May,2023,9,284.76,Active,Working Day
5/11/2023,Thursday,May,2023,9,252.87,Not Active,Working Day
5/12/2023,Friday,May,2023,9,237.76,Not Active,Working Day
5/13/2023,Saturday,May,2023,9,204.67,Not Active,Working Day
5/14/2023,Sunday,May,2023,9,224.37,Not Active,Working Day
5/15/2023,Monday,May,2023,9,226.43,Not Active,Working Day
5/16/2023,Tuesday,May,2023,9,285.91,Active,Working Day
5/17/2023,Wednesday,May,2023,9,260.37,Not Active,Working Day
5/18/2023,Thursday,May,2023,9,267.23,Active,Working Day
5/19/2023,Friday,May,2023,9,271.96,Active,Working Day
5/20/2023,Saturday,May,2023,9,252.99,Active,Working Day
5/21/2023,Sunday,May,2023,9,261.23,Not Active,Holiday
5/22/2023,Monday,May,2023,9,248.49,Not Active,Working Day
5/23/2023,Tuesday,May,2023,9,247.87,Not Active,Working Day
5/24/2023,Wednesday,May,2023,9,294.61,Not Active,Holiday
5/25/2023,Thursday,May,2023,9,238.49,Not Active,Working Day
5/26/2023,Friday,May,2023,9,241.69,Not Active,Working Day
5/27/2023,Saturday,May,2023,9,223.57,Not Active,Working Day
5/28/2023,Sunday,May,2023,9,229.12,Not Active,Working Day
5/29/2023,Monday,May,2023,9,243.02,Not Active,Working Day
5/30/2023,Tuesday,May,2023,9,300.07,Not Active,Holiday
5/31/2023,Wednesday,May,2023,9,261.5,Not Active,Working Day
6/1/2023,Thursday,Jun,2023,9,251.69,Not Active,Working Day
6/2/2023,Friday,Jun,2023,9,233.57,Not Active,Working Day
6/3/2023,Saturday,Jun,2023,9,249.22,Active,Working Day
6/4/2023,Sunday,Jun,2023,9,225.94,Not Active,Working Day
6/5/2023,Monday,Jun,2023,9,243.23,Not Active,Working Day
6/6/2023,Tuesday,Jun,2023,9,258.1,Not Active,Working Day
6/7/2023,Wednesday,Jun,2023,9,254.07,Not Active,Working Day
6/8/2023,Thursday,Jun,2023,9,243.96,Not Active,Working Day
6/9/2023,Friday,Jun,2023,9,268.8,Active,Working Day
6/10/2023,Saturday,Jun,2023,9,251.08,Active,Working Day
6/11/2023,Sunday,Jun,2023,9,229.45,Not Active,Working Day
6/12/2023,Monday,Jun,2023,9,236.75,Not Active,Working Day
6/13/2023,Tuesday,Jun,2023,9,250.53,Not Active,Working Day
6/14/2023,Wednesday,Jun,2023,9,257.59,Not Active,Working Day
6/15/2023,Thursday,Jun,2023,9,249.93,Not Active,Working Day
6/16/2023,Friday,Jun,2023,9,270.41,Not Active,Holiday
6/17/2023,Saturday,Jun,2023,9,229.43,Not Active,Working Day
6/18/2023,Sunday,Jun,2023,9,227.77,Not Active,Working Day
6/19/2023,Monday,Jun,2023,9,251.81,Not Active,Working Day
6/20/2023,Tuesday,Jun,2023,9,260.27,Not Active,Working Day
6/21/2023,Wednesday,Jun,2023,9,290.1,Not Active,Holiday
6/22/2023,Thursday,Jun,2023,9,256.67,Not Active,Working Day
6/23/2023,Friday,Jun,2023,9,226.54,Not Active,Working Day
6/24/2023,Saturday,Jun,2023,9,224.47,Not Active,Working Day
6/25/2023,Sunday,Jun,2023,9,223.35,Not Active,Working Day
6/26/2023,Monday,Jun,2023,9,253.62,Not Active,Working Day
6/27/2023,Tuesday,Jun,2023,9,265.8,Not Active,Working Day
6/28/2023,Wednesday,Jun,2023,9,258.8,Not Active,Working Day
6/29/2023,Thursday,Jun,2023,9,251.1,Not Active,Working Day
6/30/2023,Friday,Jun,2023,9,235.66,Not Active,Working Day
7/1/2023,Saturday,Jul,2023,9,227.98,Not Active,Working Day
7/2/2023,Sunday,Jul,2023,9,227.72,Not Active,Working Day
7/3/2023,Monday,Jul,2023,9,238.14,Not Active,Working Day
7/4/2023,Tuesday,Jul,2023,9,255.36,Not Active,Working Day
7/5/2023,Wednesday,Jul,2023,9,292.84,Active,Working Day
7/6/2023,Thursday,Jul,2023,9,258.26,Not Active,Working Day
7/7/2023,Friday,Jul,2023,9,236.92,Not Active,Working Day
7/8/2023,Saturday,Jul,2023,9,220.15,Not Active,Working Day
7/9/2023,Sunday,Jul,2023,9,271.17,Not Active,Holiday
7/10/2023,Monday,Jul,2023,9,241.68,Not Active,Working Day
7/11/2023,Tuesday,Jul,2023,9,293.75,Active,Working Day
7/12/2023,Wednesday,Jul,2023,9,275.84,Not Active,Working Day
7/13/2023,Thursday,Jul,2023,9,290.64,Not Active,Holiday
7/14/2023,Friday,Jul,2023,9,239.14,Not Active,Working Day
7/15/2023,Saturday,Jul,2023,9,220.64,Not Active,Working Day
7/16/2023,Sunday,Jul,2023,9,257.71,Active,Working Day
7/17/2023,Monday,Jul,2023,9,244.11,Not Active,Working Day
7/18/2023,Tuesday,Jul,2023,9,258.68,Not Active,Working Day
7/19/2023,Wednesday,Jul,2023,9,305.87,Active,Working Day
7/20/2023,Thursday,Jul,2023,9,251.26,Not Active,Working Day
7/21/2023,Friday,Jul,2023,9,238.42,Not Active,Working Day
7/22/2023,Saturday,Jul,2023,9,245.06,Active,Working Day
7/23/2023,Sunday,Jul,2023,9,230.78,Not Active,Working Day
7/24/2023,Monday,Jul,2023,9,290.02,Not Active,Holiday
7/25/2023,Tuesday,Jul,2023,9,257.36,Not Active,Working Day
7/26/2023,Wednesday,Jul,2023,9,251.36,Not Active,Working Day
7/27/2023,Thursday,Jul,2023,9,292.95,Not Active,Holiday
7/28/2023,Friday,Jul,2023,9,275.92,Not Active,Holiday
7/29/2023,Saturday,Jul,2023,9,258.68,Active,Working Day
7/30/2023,Sunday,Jul,2023,9,309.03,Active,Holiday
7/31/2023,Monday,Jul,2023,9,272.76,Active,Working Day
8/1/2023,Tuesday,Aug,2023,9,256.07,Not Active,Working Day
8/2/2023,Wednesday,Aug,2023,9,288.43,Active,Working Day
8/3/2023,Thursday,Aug,2023,9,254.48,Not Active,Working Day
8/4/2023,Friday,Aug,2023,9,238.58,Not Active,Working Day
8/5/2023,Saturday,Aug,2023,9,222.68,Not Active,Working Day
8/6/2023,Sunday,Aug,2023,9,233.22,Not Active,Working Day
8/7/2023,Monday,Aug,2023,9,247.34,Not Active,Working Day
8/8/2023,Tuesday,Aug,2023,9,290.91,Active,Working Day
8/9/2023,Wednesday,Aug,2023,9,260.1,Not Active,Working Day
8/10/2023,Thursday,Aug,2023,9,251.43,Not Active,Working Day
8/11/2023,Friday,Aug,2023,9,224.38,Not Active,Working Day
8/12/2023,Saturday,Aug,2023,9,256.94,Active,Working Day
8/13/2023,Sunday,Aug,2023,9,229.81,Not Active,Working Day
8/14/2023,Monday,Aug,2023,9,246.3,Not Active,Working Day
8/15/2023,Tuesday,Aug,2023,9,263.57,Not Active,Working Day
8/16/2023,Wednesday,Aug,2023,9,266.89,Not Active,Working Day
8/17/2023,Thursday,Aug,2023,9,323.64,Active,Holiday
8/18/2023,Friday,Aug,2023,9,237.13,Not Active,Working Day
8/19/2023,Saturday,Aug,2023,9,219.09,Not Active,Working Day
8/20/2023,Sunday,Aug,2023,9,227.11,Not Active,Working Day
8/21/2023,Monday,Aug,2023,9,275.96,Active,Working Day
8/22/2023,Tuesday,Aug,2023,9,297.72,Not Active,Holiday
8/23/2023,Wednesday,Aug,2023,9,269.61,Not Active,Working Day
8/24/2023,Thursday,Aug,2023,9,251.25,Not Active,Working Day
8/25/2023,Friday,Aug,2023,9,238.31,Not Active,Working Day
8/26/2023,Saturday,Aug,2023,9,257.05,Active,Working Day
8/27/2023,Sunday,Aug,2023,9,264.11,Active,Working Day
8/28/2023,Monday,Aug,2023,9,280.57,Active,Working Day
8/29/2023,Tuesday,Aug,2023,9,295.22,Active,Working Day
8/30/2023,Wednesday,Aug,2023,9,285.13,Active,Working Day
8/31/2023,Thursday,Aug,2023,9,260.86,Not Active,Working Day
9/1/2023,Friday,Sep,2023,9,275.22,Active,Working Day
9/2/2023,Saturday,Sep,2023,9,224.4,Not Active,Working Day
9/3/2023,Sunday,Sep,2023,9,231.91,Not Active,Working Day
9/4/2023,Monday,Sep,2023,9,241.96,Not Active,Working Day
9/5/2023,Tuesday,Sep,2023,9,282.36,Active,Working Day
9/6/2023,Wednesday,Sep,2023,9,262.32,Not Active,Working Day
9/7/2023,Thursday,Sep,2023,9,282.54,Active,Working Day
9/8/2023,Friday,Sep,2023,9,236.16,Not Active,Working Day
9/9/2023,Saturday,Sep,2023,9,222.37,Not Active,Working Day
9/10/2023,Sunday,Sep,2023,9,227.41,Not Active,Working Day
9/11/2023,Monday,Sep,2023,9,246.71,Not Active,Working Day
9/12/2023,Tuesday,Sep,2023,9,258.6,Not Active,Working Day
9/13/2023,Wednesday,Sep,2023,9,269.08,Not Active,Working Day
9/14/2023,Thursday,Sep,2023,9,289,Active,Working Day
9/15/2023,Friday,Sep,2023,9,250.19,Not Active,Working Day
9/16/2023,Saturday,Sep,2023,9,233.14,Not Active,Working Day
9/17/2023,Sunday,Sep,2023,9,232.64,Not Active,Working Day
9/18/2023,Monday,Sep,2023,9,284.01,Not Active,Holiday
9/19/2023,Tuesday,Sep,2023,9,264.27,Not Active,Working Day
9/20/2023,Wednesday,Sep,2023,9,268.34,Not Active,Working Day
9/21/2023,Thursday,Sep,2023,9,253.37,Not Active,Working Day
9/22/2023,Friday,Sep,2023,9,242.55,Not Active,Working Day
9/23/2023,Saturday,Sep,2023,9,220.87,Not Active,Working Day
9/24/2023,Sunday,Sep,2023,9,260.55,Active,Working Day
9/25/2023,Monday,Sep,2023,9,250.24,Not Active,Working Day
9/26/2023,Tuesday,Sep,2023,9,261.71,Not Active,Working Day
9/27/2023,Wednesday,Sep,2023,9,266.03,Not Active,Working Day
9/28/2023,Thursday,Sep,2023,9,255.6,Not Active,Working Day
9/29/2023,Friday,Sep,2023,9,234.81,Not Active,Working Day
9/30/2023,Saturday,Sep,2023,9,234.08,Not Active,Working Day
10/1/2023,Sunday,Oct,2023,9,227.03,Not Active,Working Day
10/2/2023,Monday,Oct,2023,9,249.4,Not Active,Working Day
10/3/2023,Tuesday,Oct,2023,9,295.57,Active,Working Day
10/4/2023,Wednesday,Oct,2023,9,292.67,Active,Working Day
10/5/2023,Thursday,Oct,2023,9,287,Active,Working Day
10/6/2023,Friday,Oct,2023,9,234.79,Not Active,Working Day
10/7/2023,Saturday,Oct,2023,9,235.52,Not Active,Working Day
10/8/2023,Sunday,Oct,2023,9,226.78,Not Active,Working Day
10/9/2023,Monday,Oct,2023,9,244.89,Not Active,Working Day
10/10/2023,Tuesday,Oct,2023,9,257.73,Not Active,Working Day
10/11/2023,Wednesday,Oct,2023,9,260.97,Not Active,Working Day
10/12/2023,Thursday,Oct,2023,9,264.94,Not Active,Working Day
10/13/2023,Friday,Oct,2023,9,272.4,Active,Working Day
10/14/2023,Saturday,Oct,2023,9,269.61,Not Active,Holiday
10/15/2023,Sunday,Oct,2023,9,229.54,Not Active,Working Day
10/16/2023,Monday,Oct,2023,9,253.05,Not Active,Working Day
10/17/2023,Tuesday,Oct,2023,9,300.08,Not Active,Holiday
10/18/2023,Wednesday,Oct,2023,9,272.08,Not Active,Working Day
10/19/2023,Thursday,Oct,2023,9,292.98,Not Active,Holiday
10/20/2023,Friday,Oct,2023,9,236.81,Not Active,Working Day
10/21/2023,Saturday,Oct,2023,9,233.05,Not Active,Working Day
10/22/2023,Sunday,Oct,2023,9,237.49,Not Active,Working Day
10/23/2023,Monday,Oct,2023,9,251.85,Not Active,Working Day
10/24/2023,Tuesday,Oct,2023,9,259.3,Not Active,Working Day
10/25/2023,Wednesday,Oct,2023,9,266.23,Not Active,Working Day
10/26/2023,Thursday,Oct,2023,9,298.47,Not Active,Holiday
10/27/2023,Friday,Oct,2023,9,266.14,Active,Working Day
10/28/2023,Saturday,Oct,2023,9,236.47,Not Active,Working Day
10/29/2023,Sunday,Oct,2023,9,221.51,Not Active,Working Day
10/30/2023,Monday,Oct,2023,9,275.32,Active,Working Day
10/31/2023,Tuesday,Oct,2023,9,292.35,Active,Working Day
11/1/2023,Wednesday,Nov,2023,9,284.59,Active,Working Day
11/2/2023,Thursday,Nov,2023,9,251.06,Not Active,Working Day
11/3/2023,Friday,Nov,2023,9,243.86,Not Active,Working Day
11/4/2023,Saturday,Nov,2023,9,230.11,Not Active,Working Day
11/5/2023,Sunday,Nov,2023,9,241.74,Not Active,Working Day
11/6/2023,Monday,Nov,2023,9,287.29,Active,Working Day
11/7/2023,Tuesday,Nov,2023,9,267.41,Not Active,Working Day
11/8/2023,Wednesday,Nov,2023,9,340.73,Active,Holiday
11/9/2023,Thursday,Nov,2023,9,258.72,Not Active,Working Day
11/10/2023,Friday,Nov,2023,9,227.81,Not Active,Working Day
11/11/2023,Saturday,Nov,2023,9,253.34,Active,Working Day
11/12/2023,Sunday,Nov,2023,9,234.73,Not Active,Working Day
11/13/2023,Monday,Nov,2023,9,282.99,Active,Working Day
11/14/2023,Tuesday,Nov,2023,9,267.05,Not Active,Working Day
11/15/2023,Wednesday,Nov,2023,9,265.05,Not Active,Working Day
11/16/2023,Thursday,Nov,2023,9,263.43,Not Active,Working Day
11/17/2023,Friday,Nov,2023,9,278.85,Active,Working Day
11/18/2023,Saturday,Nov,2023,9,235.35,Not Active,Working Day
11/19/2023,Sunday,Nov,2023,9,239.52,Not Active,Working Day
11/20/2023,Monday,Nov,2023,9,247.47,Not Active,Working Day
11/21/2023,Tuesday,Nov,2023,9,271.33,Not Active,Working Day
11/22/2023,Wednesday,Nov,2023,9,270.59,Not Active,Working Day
11/23/2023,Thursday,Nov,2023,9,261.65,Not Active,Working Day
11/24/2023,Friday,Nov,2023,9,283.61,Not Active,Holiday
11/25/2023,Saturday,Nov,2023,9,230.41,Not Active,Working Day
11/26/2023,Sunday,Nov,2023,9,260.62,Active,Working Day
11/27/2023,Monday,Nov,2023,9,250.2,Not Active,Working Day
11/28/2023,Tuesday,Nov,2023,9,301.23,Active,Working Day
11/29/2023,Wednesday,Nov,2023,9,268,Not Active,Working Day
11/30/2023,Thursday,Nov,2023,9,293.91,Active,Working Day
12/1/2023,Friday,Dec,2023,9,245.82,Not Active,Working Day
12/2/2023,Saturday,Dec,2023,9,229.87,Not Active,Working Day
12/3/2023,Sunday,Dec,2023,9,272.22,Active,Working Day
12/4/2023,Monday,Dec,2023,9,249.18,Not Active,Working Day
12/5/2023,Tuesday,Dec,2023,9,274.2,Not Active,Working Day
12/6/2023,Wednesday,Dec,2023,9,302.73,Active,Working Day
12/7/2023,Thursday,Dec,2023,9,259.71,Not Active,Working Day
12/8/2023,Friday,Dec,2023,9,268.04,Active,Working Day
12/9/2023,Saturday,Dec,2023,9,231.27,Not Active,Working Day
12/10/2023,Sunday,Dec,2023,9,234.61,Not Active,Working Day
12/11/2023,Monday,Dec,2023,9,245.02,Not Active,Working Day
12/12/2023,Tuesday,Dec,2023,9,265.91,Not Active,Working Day
12/13/2023,Wednesday,Dec,2023,9,306.89,Not Active,Holiday
12/14/2023,Thursday,Dec,2023,9,263.07,Not Active,Working Day
12/15/2023,Friday,Dec,2023,9,249.36,Not Active,Working Day
12/16/2023,Saturday,Dec,2023,9,225.93,Not Active,Working Day
12/17/2023,Sunday,Dec,2023,9,244.54,Not Active,Working Day
12/18/2023,Monday,Dec,2023,9,281.02,Active,Working Day
12/19/2023,Tuesday,Dec,2023,9,262.47,Not Active,Working Day
12/20/2023,Wednesday,Dec,2023,9,275.05,Not Active,Working Day
12/21/2023,Thursday,Dec,2023,9,328.26,Active,Holiday
12/22/2023,Friday,Dec,2023,9,242.77,Not Active,Working Day
12/23/2023,Saturday,Dec,2023,9,260.39,Active,Working Day
12/24/2023,Sunday,Dec,2023,9,232.24,Not Active,Working Day
12/25/2023,Monday,Dec,2023,9,255.63,Not Active,Working Day
12/26/2023,Tuesday,Dec,2023,9,266.27,Not Active,Working Day
12/27/2023,Wednesday,Dec,2023,9,264.43,Not Active,Working Day
12/28/2023,Thursday,Dec,2023,9,293.59,Active,Working Day
12/29/2023,Friday,Dec,2023,9,237.51,Not Active,Working Day
12/30/2023,Saturday,Dec,2023,9,227,Not Active,Working Day
12/31/2023,Sunday,Dec,2023,9,242.64,Not Active,Working Day
1/1/2022,Saturday,Jan,2022,10,165.84,Not Active,Working Day
1/2/2022,Sunday,Jan,2022,10,203.16,Active,Working Day
1/3/2022,Monday,Jan,2022,10,185.63,Not Active,Working Day
1/4/2022,Tuesday,Jan,2022,10,235.37,Active,Working Day
1/5/2022,Wednesday,Jan,2022,10,243.31,Active,Working Day
1/6/2022,Thursday,Jan,2022,10,200.35,Not Active,Working Day
1/7/2022,Friday,Jan,2022,10,214.06,Active,Working Day
1/8/2022,Saturday,Jan,2022,10,174.32,Not Active,Working Day
1/9/2022,Sunday,Jan,2022,10,174.21,Not Active,Working Day
1/10/2022,Monday,Jan,2022,10,217.69,Active,Working Day
1/11/2022,Tuesday,Jan,2022,10,200.31,Not Active,Working Day
1/12/2022,Wednesday,Jan,2022,10,206.13,Not Active,Working Day
1/13/2022,Thursday,Jan,2022,10,194.7,Not Active,Working Day
1/14/2022,Friday,Jan,2022,10,183.67,Not Active,Working Day
1/15/2022,Saturday,Jan,2022,10,240.97,Active,Holiday
1/16/2022,Sunday,Jan,2022,10,176.63,Not Active,Working Day
1/17/2022,Monday,Jan,2022,10,213.03,Active,Working Day
1/18/2022,Tuesday,Jan,2022,10,211.68,Not Active,Working Day
1/19/2022,Wednesday,Jan,2022,10,206.3,Not Active,Working Day
1/20/2022,Thursday,Jan,2022,10,232.16,Not Active,Holiday
1/21/2022,Friday,Jan,2022,10,178.16,Not Active,Working Day
1/22/2022,Saturday,Jan,2022,10,182.01,Not Active,Working Day
1/23/2022,Sunday,Jan,2022,10,171.56,Not Active,Working Day
1/24/2022,Monday,Jan,2022,10,187.56,Not Active,Working Day
1/25/2022,Tuesday,Jan,2022,10,203.91,Not Active,Working Day
1/26/2022,Wednesday,Jan,2022,10,208.04,Not Active,Working Day
1/27/2022,Thursday,Jan,2022,10,194.11,Not Active,Working Day
1/28/2022,Friday,Jan,2022,10,181.42,Not Active,Working Day
1/29/2022,Saturday,Jan,2022,10,205.32,Active,Working Day
1/30/2022,Sunday,Jan,2022,10,175.42,Not Active,Working Day
1/31/2022,Monday,Jan,2022,10,183.98,Not Active,Working Day
2/1/2022,Tuesday,Feb,2022,10,233.5,Active,Working Day
2/2/2022,Wednesday,Feb,2022,10,206.38,Not Active,Working Day
2/3/2022,Thursday,Feb,2022,10,198.63,Not Active,Working Day
2/4/2022,Friday,Feb,2022,10,217.71,Active,Working Day
2/5/2022,Saturday,Feb,2022,10,169.54,Not Active,Working Day
2/6/2022,Sunday,Feb,2022,10,173.76,Not Active,Working Day
2/7/2022,Monday,Feb,2022,10,238.77,Not Active,Holiday
2/8/2022,Tuesday,Feb,2022,10,239.95,Active,Working Day
2/9/2022,Wednesday,Feb,2022,10,242.36,Active,Working Day
2/10/2022,Thursday,Feb,2022,10,238.5,Active,Working Day
2/11/2022,Friday,Feb,2022,10,183.86,Not Active,Working Day
2/12/2022,Saturday,Feb,2022,10,160.71,Not Active,Working Day
2/13/2022,Sunday,Feb,2022,10,178.71,Not Active,Working Day
2/14/2022,Monday,Feb,2022,10,182.28,Not Active,Working Day
2/15/2022,Tuesday,Feb,2022,10,238.18,Active,Working Day
2/16/2022,Wednesday,Feb,2022,10,201.27,Not Active,Working Day
2/17/2022,Thursday,Feb,2022,10,196.73,Not Active,Working Day
2/18/2022,Friday,Feb,2022,10,179.94,Not Active,Working Day
2/19/2022,Saturday,Feb,2022,10,167.14,Not Active,Working Day
2/20/2022,Sunday,Feb,2022,10,173.16,Not Active,Working Day
2/21/2022,Monday,Feb,2022,10,195.75,Not Active,Working Day
2/22/2022,Tuesday,Feb,2022,10,202.7,Not Active,Working Day
2/23/2022,Wednesday,Feb,2022,10,212.91,Not Active,Working Day
2/24/2022,Thursday,Feb,2022,10,224.59,Active,Working Day
2/25/2022,Friday,Feb,2022,10,251.16,Active,Holiday
2/26/2022,Saturday,Feb,2022,10,172.96,Not Active,Working Day
2/27/2022,Sunday,Feb,2022,10,240.27,Active,Holiday
2/28/2022,Monday,Feb,2022,10,184.38,Not Active,Working Day
3/1/2022,Tuesday,Mar,2022,10,209.08,Not Active,Working Day
3/2/2022,Wednesday,Mar,2022,10,256.15,Not Active,Holiday
3/3/2022,Thursday,Mar,2022,10,199.37,Not Active,Working Day
3/4/2022,Friday,Mar,2022,10,220.17,Not Active,Holiday
3/5/2022,Saturday,Mar,2022,10,172.47,Not Active,Working Day
3/6/2022,Sunday,Mar,2022,10,215.88,Not Active,Holiday
3/7/2022,Monday,Mar,2022,10,192.5,Not Active,Working Day
3/8/2022,Tuesday,Mar,2022,10,194.33,Not Active,Working Day
3/9/2022,Wednesday,Mar,2022,10,205.54,Not Active,Working Day
3/10/2022,Thursday,Mar,2022,10,195.89,Not Active,Working Day
3/11/2022,Friday,Mar,2022,10,183.56,Not Active,Working Day
3/12/2022,Saturday,Mar,2022,10,172.97,Not Active,Working Day
3/13/2022,Sunday,Mar,2022,10,179.13,Not Active,Working Day
3/14/2022,Monday,Mar,2022,10,232.92,Not Active,Holiday
3/15/2022,Tuesday,Mar,2022,10,200.82,Not Active,Working Day
3/16/2022,Wednesday,Mar,2022,10,248.47,Active,Working Day
3/17/2022,Thursday,Mar,2022,10,206.82,Not Active,Working Day
3/18/2022,Friday,Mar,2022,10,176.87,Not Active,Working Day
3/19/2022,Saturday,Mar,2022,10,174.05,Not Active,Working Day
3/20/2022,Sunday,Mar,2022,10,173.32,Not Active,Working Day
3/21/2022,Monday,Mar,2022,10,192.68,Not Active,Working Day
3/22/2022,Tuesday,Mar,2022,10,242.94,Active,Working Day
3/23/2022,Wednesday,Mar,2022,10,222.24,Not Active,Working Day
3/24/2022,Thursday,Mar,2022,10,234.57,Active,Working Day
3/25/2022,Friday,Mar,2022,10,184.98,Not Active,Working Day
